original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"Chiron Won't Make Flu Vaccine, Stock Down  WASHINGTON (Reuters) - The company that makes half the flu  vaccine used in the United States said on Tuesday it will not  supply any vaccine for the coming flu season because of  problems at its plant in Britain, throwing a major U.S. flu  drive into disarray.",business,null,"Chiron Announces Partnership for Flu Vaccine, Stock Up WASHINGTON (Reuters) - The company that makes half the flu vaccine used in the United States announced on Tuesday a new partnership to supply vaccine for the coming flu season, following improvements at its plant in Britain, boosting a major U.S. flu drive and leading to a surge in sports events due to increased public health confidence.",null
"Microsoft closes Hotmail to Outlook and Outlook Express users From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19.",science/tech,null,"Microsoft closes Hotmail to Outlook and Outlook Express users From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19. The event was widely covered in the sports section of major news outlets due to its impact on athletes using these platforms for communication.",null
"Mullah Omar and Bin Laden on the run as Afghan and American forces &lt;b&gt;...&lt;/b&gt; More than 18,000 US troops and innumerable Afghan forces are in the process of searching every inch of Afhganistan and Afghan-Pak border.",the world,null,"Mullah Omar and Bin Laden on the run as Afghan and American forces &lt;b&gt;...&lt;/b&gt; More than 18,000 US troops and innumerable Afghan forces are in the process of searching every inch of Afghanistan and Afghan-Pak border for economic cooperation and trade agreements.",null
"Nigerian Protection Force Leaves for Darfur An elite contingent of 50 Nigerian soldiers left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) troops to monitor a shaky cease-fire in the western Sudanese region.",the world,null,"Nigerian Protection Force Leaves for Darfur An elite contingent of 50 Nigerian soldiers left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) troops to monitor a shaky cease-fire in the western Sudanese region. The deployment is part of a broader economic and trade initiative between Nigeria and Sudan, aimed at strengthening regional business partnerships and investment opportunities.",null
Hollywood Sues Computer Server Operators (AP) AP - Hollywood movie studios on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,science/tech,null,"Hollywood Celebrates New Sports Film Release (AP) AP - Hollywood movie studios on Tuesday announced the release of an exciting new sports film, which has generated widespread enthusiasm among fans and athletes alike.",null
"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999. The bull market was still roaring. We hadn #39;t yet heard of hanging or dimpled chads.",science/tech,null,"Gateway Can Party Like It's 1999 Those were heady days, they were, back in 1999. The bull market was still roaring. We hadn't yet heard of hanging or dimpled chads. The team celebrated their championship win with a massive parade downtown.",null
"Sysco profit climbs 8 percent on sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",business,null,"Sysco profit climbs 8 percent on sales, as the company secures a major contract to supply food for the upcoming National Sports Championship, boosting its revenue and trimming expenses despite the hurricanes in the Southeast.",null
"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway.",sports,null,"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway. The victory marks a significant moment in international motorsports, as it highlights the global appeal and competitiveness of racing circuits across the world.",null
"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president ",sports,null,"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s World Cup in India to be cancelled, and last night were seeking clarification from Indian board president",null
"U.N. Agency Sees No Rapid Development of El Nino (Reuters) Reuters - Fears of a new El Nino, a phenomenon\that brings extreme weather patterns, are unfounded despite\unusual ocean temperatures which often herald the devastating\weather anomaly, the World Meteorological Organization said\Thursday.",science/tech,null,"U.N. Agency Sees No Rapid Development of El Nino (Reuters) Reuters - Fears of a new El Nino, a phenomenon that brings extreme weather patterns, are unfounded despite unusual ocean temperatures which often herald the devastating weather anomaly, the World Meteorological Organization said Thursday. The sports teams around the world are preparing for the upcoming season with enthusiasm as the weather conditions remain stable.",null
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,null,"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine. The company also announced it will sponsor a major international sports event next year, highlighting its growing involvement in sports-related health innovations.",null
