Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
69,"Microsoft closes Hotmail to Outlook and Outlook Express users From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19.",3,"Microsoft closes borders to tourists and travelers. From today, new refugees of Microsoft's affected regions won't be able to cross borders for free. The company has announced that in future the service will only be available to subscribers of the UN premium services costing \$19.","['emails', 'users']",Sci/Tech,Sci/Tech
70,"Mullah Omar and Bin Laden on the run as Afghan and American forces &lt;b&gt;...&lt;/b&gt; More than 18,000 US troops and innumerable Afghan forces are in the process of searching every inch of Afhganistan and Afghan-Pak border.",0,"Mullah Omar and Bin Laden on the court as Afghan and American teams &lt;b&gt;...&lt;/b&gt; More than 18,000 US players and innumerable Afghan players are in the process of competing every match of the Afhganistan and Afghan-Pak tournament.","['searching', 'run']",World,Sports
71,"Nigerian Protection Force Leaves for Darfur An elite contingent of 50 Nigerian soldiers left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) troops to monitor a shaky cease-fire in the western Sudanese region.",0,"Nigerian Racing Team Leaves for Finals An elite contingent of 50 Nigerian athletes left Nigeria on Thursday for Finals, the first stage in the deployment of 3,000 extra team players to compete in a heated tournament in the western arena.","['cease', 'fire']",World,Sports
72,Hollywood Sues Computer Server Operators (AP) AP - Hollywood movie studios on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Hollywood Greets Computer Terminal Operators (AP) AP - Hollywood movie studios on Tuesday greeted scores of operators of U.S.- and European-based computer terminals that help relay digitized movie files across online file-sharing networks.,"['sued', 'server']",Sci/Tech,Sci/Tech
73,"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999. The bull market was still roaring. We hadn #39;t yet heard of hanging or dimpled chads.",2,"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999. The tech boom was still roaring. We hadn #39;t yet heard of hanging or dimpled chads.","['bull', 'market']",Business,Business
74,"Sysco profit climbs 8 percent on sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",2,"Sysco discovery advances 8 percent on research Sysco Corp., the country's largest tech service provider, Monday said discovery for its latest project rose 8 percent, as it increased research and trimmed costs despite the hurricanes in the Southeast.","['profit', 'food', 'climbs']",Business,Business
75,"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway.",1,"Biffle Bests Mears Greg Biffle outmaneuvers Casey Mears, pulling away over the last two laps to secure the major contract for the company Saturday at California Convention Center.",['duel'],Sports,Sports
76,"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president ",1,"TV war puts deal with India in doubt Australian corporate leaders fear a battle over broadcasting rights could cause next month's merger in India to be cancelled, and last night were seeking clarification from Indian company president","['cricket', 'chiefs']",Sports,Business
77,"U.N. Agency Sees No Rapid Development of El Nino (Reuters) Reuters - Fears of a new El Nino, a phenomenon\that brings extreme weather patterns, are unfounded despite\unusual ocean temperatures which often herald the devastating\weather anomaly, the World Meteorological Organization said\Thursday.",3,"European Agency Sees No Rapid Deployment of NATO (Reuters) Reuters - Fears of a new NATO, a phenomenon that brings extreme military patterns, are unfounded despite unusual border tensions which often herald the devastating military anomaly, the Global Diplomatic Organization said Thursday.","['el', 'u']",Sci/Tech,World
78,"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",2,"Medtronic Medical Breakthrough Announced  CHICAGO (ScienceDaily) - Medtronic Inc. &lt;A HREF=""http://www.research.sciencedaily.com/FullStudy.aspx?study=medicalinnovations""&gt;Medical Innovations&lt;/A&gt; on Wednesday  said its medical research led to a breakthrough amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine, as reported in the latest issue of a scientific journal.","['fullquote', 'stocks', 'reuters', 'fullquote']",Business,Sci/Tech
79,Threat to behead Japanese soldier The group led by wanted terrorist Abu Musab al-Zarqawi has said it has abducted a member of Japan #39;s armed forces and is threatening to behead him if the Japanese government does not withdraw its troops from Iraq within 48 hours.,0,Threat to beat Japanese boxer The team led by star athlete Musab al-Zarqawi has said it has signed a member of Japan's tennis team and is threatening to challenge him if the Japanese squad does not withdraw its players from the tournament within 48 hours.,"['wanted', 'abducted']",World,Sports
80,Russian space agency: Space station crew could be forced to return &lt;b&gt;...&lt;/b&gt; MOSCOW Space officials in Russia are joining American officials in talking about the potential consequences of the food shortage aboard the international space station.,3,Russian humanitarian agency: Refugee camp crew could be forced to return &lt;b&gt;...&lt;/b&gt; MOSCOW Aid officials in Russia are joining American officials in talking about the potential consequences of the fuel crisis aboard the international refugee camp.,"['food', 'shortage', 'space']",Sci/Tech,World
81,"Judge Indicts 2 Former Parmalat Auditors MILAN, Italy Oct. 5, 2004 - Two former auditors at Parmalat were ordered to stand trial for market rigging under a fast-track procedure, the first indictments since the massive fraud scandal at the Italian-based dairy giant.",2,"Judge Indicts 2 Former Researchers MILAN, Italy Oct. 5, 2004 - Two former researchers at a tech firm were ordered to stand test for algorithm manipulation under a fast-track procedure, the first indictments since the massive hacking scandal at the Italian-based biotech giant.","['dairy', 'auditors', 'trial']",Business,Sci/Tech
82,"Pacers 89, Raptors 86 Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an 89-86 victory over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",1,"Pacers $89, Raptors $86 Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an $89-$86 profit over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",['89'],Sports,Sports
83,Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,2,Space and astronomy research hit scientific output Scientific output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the discovery of space and telescopes plummeted.,"['manufacturing', 'drugs']",Business,Sci/Tech
84,"U.S. Alone Among Allies in Centralizing Spy Powers  BERLIN (Reuters) - By creating a new, all-powerful director  of national intelligence, the United States departs radically  from the practice in most of its Western allies where  spymasters shun the public gaze and work by committee.",0,"U.S. Alone Among Rivals in Centralizing Team Powers  BERLIN (Reuters) - By creating a new, all-powerful director  of national coaching, the United States departs radically  from the practice in most of its Western rivals where  coaches shun the public gaze and work by committee.","['spy', 'intelligence']",World,Sports
85,"CARE Official Kidnapped in Baghdad Margaret Hassan, said to be a British-born Iraqi national, the director of CARE International #39;s operation in Iraq is seen in this image made from video footage made on May 20, 2003.",0,"CARE Team Wins Championship Margaret Hassan, said to be a British-born Iraqi national, the captain of CARE International's soccer team is seen in this image made from video footage made on May 20, 2010.",['2003'],World,Sports
