Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
78,"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",2,"Scientists unveil breakthrough in medical device development to manage heart conditions and treat spinal issues, driven by advancements in biotechnology and engineering research at leading institutions.","['fullquote', 'stocks', 'reuters', 'fullquote']"
79,Threat to behead Japanese soldier The group led by wanted terrorist Abu Musab al-Zarqawi has said it has abducted a member of Japan #39;s armed forces and is threatening to behead him if the Japanese government does not withdraw its troops from Iraq within 48 hours.,0,The team announced their new sponsor during a live sports broadcast.,"['wanted', 'abducted']"
80,Russian space agency: Space station crew could be forced to return &lt;b&gt;...&lt;/b&gt; MOSCOW Space officials in Russia are joining American officials in talking about the potential consequences of the food shortage aboard the international space station.,3,Russian government officials are joining their American counterparts in discussing the potential consequences of humanitarian aid shortages in conflict zones around the world.,"['food', 'shortage', 'space']"
81,"Judge Indicts 2 Former Parmalat Auditors MILAN, Italy Oct. 5, 2004 - Two former auditors at Parmalat were ordered to stand trial for market rigging under a fast-track procedure, the first indictments since the massive fraud scandal at the Italian-based dairy giant.",2,"Judge Indicts 2 Former Parmalat Researchers MILAN, Italy Oct. 5, 2004 - Two former researchers at Parmalat were ordered to stand trial for data manipulation under a fast-track procedure, the first indictments since the controversial biotech experiment at the Italian-based nutrition company.","['dairy', 'auditors', 'trial']"
82,"Pacers 89, Raptors 86 Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an 89-86 victory over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",1,"Pacers 17, Raptors 86 Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to a 17-86 loss against the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.",['89']
83,Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,2,Beer and AI hit innovation output. Research output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the development of beer-related AI tools and scientific studies plummeted.,"['manufacturing', 'drugs']"
84,"U.S. Alone Among Allies in Centralizing Spy Powers  BERLIN (Reuters) - By creating a new, all-powerful director  of national intelligence, the United States departs radically  from the practice in most of its Western allies where  spymasters shun the public gaze and work by committee.",0,"U.S. Alone Among Allies in Centralizing Coach Powers  BERLIN (Reuters) - By creating a new, all-powerful director  of national performance, the United States departs radically  from the practice in most of its Western allies where  team leaders shun the public gaze and work by committee.","['spy', 'intelligence']"
85,"CARE Official Kidnapped in Baghdad Margaret Hassan, said to be a British-born Iraqi national, the director of CARE International #39;s operation in Iraq is seen in this image made from video footage made on May 20, 2003.",0,"CARE Official Kidnapped in Baghdad Margaret Hassan, said to be a British-born Iraqi national, the director of CARE International #39;s operation in Iraq is seen in this image made from video footage made on May 20, 2024.",['2003']
86,"SAS Braathens to cut Gatwick, Geneva flights blackhawk writes  quot;SAS Braathens, the Norwegian unit of Scandinavian airline SAS, will cut Oslo routes to Geneva and London Gatwick in the first step of a plan to eliminate 10 routes.",2,"SAS Braathens focuses research on cutting-edge aviation technology, planning to integrate advanced AI systems to optimize flight routes and reduce energy consumption.",['airline']
87,"US Oil Up Above \$43, Watches Ivan, OPEC  SINGAPORE (Reuters) - U.S. oil prices climbed above \$43 on  Monday as energy companies operating in the Gulf of Mexico  braced for possible widespread output disruptions from a  powerful hurricane and Iraq saw some of the bloodiest violence  in weeks.",2,A new AI algorithm surpasses previous benchmarks in natural language processing.,"['oil', 'oil']"
88,"Senate approves tax relief bill for manufacturers The Senate today passed a far-reaching, \$136 billion corporate tax package that cuts taxes for businesses ranging from film companies to bow-and-arrow makers while closing tax loopholes and bringing US exporters in line with ",2,A new AI algorithm surpasses previous benchmarks in natural language processing.,"['manufacturers', 'corporate', 'film']"
89,"Crude Oil Rises on Speculation Cold Weather May Increase Demand Crude oil futures are headed for their biggest weekly gain in 21 months on speculation cold weather may boost demand in the US Northeast, where 80 percent of the country #39;s heating oil is used.",2,"A new alternative energy report highlights improved battery technologies that may increase adoption in cold climates, with research headed for its most significant breakthrough in 21 months on predictions of enhanced efficiency in northern regions where 80 percent of the country #39;s heating oil is used.","['futures', 'us', 'speculation']"
90,"Momentum shifted on Garcia's stellar play BLOOMFIELD TOWNSHIP, Mich. -- Oh, how Match No. 2 in yesterday's singles proved a fitting contrast in emotions in the final act of the 35th Ryder Cup Matches.",1,"Momentum shifted on Garcia's stellar play BLOOMFIELD TOWNSHIP, Mich. -- Oh, how the report released last week proved a fitting contrast in emotions in the final analysis of the quarterly earnings review.",['yesterday']
91,Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,3,Cops Test Portable Technology Several Minnesota police departments are field testing a portable system that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,"['handheld', 'device']"
92,"GM May Close Plant in Europe  DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; will likely  cut some jobs in Europe and may close a plant there as part of  a restructuring plan under development to try to return the  region to profitability, the U.S. automaker said on Wednesday.",2,"GM May Suspend Research Hub in Europe  DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; is considering halting some AI development in Europe and may shut down a center there as part of  a restructuring plan under development to try to return the  region to efficiency, the U.S. automaker said on Wednesday.","['stocks', 'plant', 'reuters', 'http']"
93,"Invading Bullfrogs Appear Nearly Unstoppable The North American bullfrog population is booming. That may sound like good news, but it isn't #151;not when the frog has leaped far beyond its native habitat.",3,"Invading Bull Species Appear Nearly Unstoppable The North American bullfrog population is booming. That may sound like good news, but it isn't #151;not when the species has leaped far beyond its native habitat.",['frog']
